19020101T12:00:00:00.999Z,5.2
19020201T12:00:00:00.999Z,2.6
19020301T12:00:00:00.999Z,7.4
19020401T12:00:00:00.999Z,8.1
19020501T12:00:00:00.999Z,9.6
19020601T12:00:00:00.999Z,14.15
19020701T12:00:00:00.999Z,15.75
19020801T12:00:00:00.999Z,15.35
19020901T12:00:00:00.999Z,13.25
19021001T12:00:00:00.999Z,9.9
19021101T12:00:00:00.999Z,7.05
19021201T12:00:00:00.999Z,4.75
19030101T12:00:00:00.999Z,4.65
19030201T12:00:00:00.999Z,7.5
19030301T12:00:00:00.999Z,7.7
19030401T12:00:00:00.999Z,6.8
19030501T12:00:00:00.999Z,11.7
19030601T12:00:00:00.999Z,13.2
19030701T12:00:00:00.999Z,16.3
19030801T12:00:00:00.999Z,14.85
19030901T12:00:00:00.999Z,13.75
19031001T12:00:00:00.999Z,11.25
19031101T12:00:00:00.999Z,6.75
19031201T12:00:00:00.999Z,3.65
19040101T12:00:00:00.999Z,4.1
19040201T12:00:00:00.999Z,3.95
19040301T12:00:00:00.999Z,4.95
19040401T12:00:00:00.999Z,9.6
19040501T12:00:00:00.999Z,11.5
19040601T12:00:00:00.999Z,14
19040701T12:00:00:00.999Z,18.1
19040801T12:00:00:00.999Z,15.8
19040901T12:00:00:00.999Z,12.6
19041001T12:00:00:00.999Z,9.9
19041101T12:00:00:00.999Z,5.25
19041201T12:00:00:00.999Z,4
19050101T12:00:00:00.999Z,3.35
19050201T12:00:00:00.999Z,5.8
19050301T12:00:00:00.999Z,7.5
19050401T12:00:00:00.999Z,8
19050501T12:00:00:00.999Z,11.4
19050601T12:00:00:00.999Z,15.2
19050701T12:00:00:00.999Z,18.35
19050801T12:00:00:00.999Z,15.55
19050901T12:00:00:00.999Z,13.1
19051001T12:00:00:00.999Z,7.6
19051101T12:00:00:00.999Z,5.25
19051201T12:00:00:00.999Z,4.6
19060101T12:00:00:00.999Z,5.75
19060201T12:00:00:00.999Z,3.65
19060301T12:00:00:00.999Z,5.7
19060401T12:00:00:00.999Z,7.95
19060501T12:00:00:00.999Z,11.35
19060601T12:00:00:00.999Z,14.75
19060701T12:00:00:00.999Z,16.9
19060801T12:00:00:00.999Z,18
19060901T12:00:00:00.999Z,14.9
19061001T12:00:00:00.999Z,11.6
19061101T12:00:00:00.999Z,7.6
19061201T12:00:00:00.999Z,3.4
19070101T12:00:00:00.999Z,3.7
19070201T12:00:00:00.999Z,3.3
19070301T12:00:00:00.999Z,6.95
19070401T12:00:00:00.999Z,8.35
19070501T12:00:00:00.999Z,11.6
19070601T12:00:00:00.999Z,13.15
19070701T12:00:00:00.999Z,14.8
19070801T12:00:00:00.999Z,15.15
19070901T12:00:00:00.999Z,14.35
19071001T12:00:00:00.999Z,10.35
19071101T12:00:00:00.999Z,7.2
19071201T12:00:00:00.999Z,5.4
19080101T12:00:00:00.999Z,2.95
19080201T12:00:00:00.999Z,5.65
19080301T12:00:00:00.999Z,4.9
19080401T12:00:00:00.999Z,6.4
19080501T12:00:00:00.999Z,13.3
19080601T12:00:00:00.999Z,15.15
19080701T12:00:00:00.999Z,16.85
19080801T12:00:00:00.999Z,15.35
19080901T12:00:00:00.999Z,13.2
19081001T12:00:00:00.999Z,12.1
19081101T12:00:00:00.999Z,8.05
19081201T12:00:00:00.999Z,4.05
19090101T12:00:00:00.999Z,3.65
19090201T12:00:00:00.999Z,3.55
19090301T12:00:00:00.999Z,4.15
19090401T12:00:00:00.999Z,9.3
19090501T12:00:00:00.999Z,11.35
19090601T12:00:00:00.999Z,12.45
19090701T12:00:00:00.999Z,15.65
19090801T12:00:00:00.999Z,16.45
19090901T12:00:00:00.999Z,12.6
19091001T12:00:00:00.999Z,11.1
19091101T12:00:00:00.999Z,5.3
19091201T12:00:00:00.999Z,4.6
19100101T12:00:00:00.999Z,4.15
19100201T12:00:00:00.999Z,5.7
19100301T12:00:00:00.999Z,6.25
19100401T12:00:00:00.999Z,8
19100501T12:00:00:00.999Z,11.9
19100601T12:00:00:00.999Z,15.6
19100701T12:00:00:00.999Z,14.7
19100801T12:00:00:00.999Z,15.75
19100901T12:00:00:00.999Z,13.1
19101001T12:00:00:00.999Z,11.35
19101101T12:00:00:00.999Z,3.65
19101201T12:00:00:00.999Z,6.75
19110101T12:00:00:00.999Z,3.8
19110201T12:00:00:00.999Z,5.2
19110301T12:00:00:00.999Z,5.6
19110401T12:00:00:00.999Z,8.2
19110501T12:00:00:00.999Z,13.5
19110601T12:00:00:00.999Z,15.3
19110701T12:00:00:00.999Z,19.6
